"","Year","State","Commodity","Species","Product_Type","Unit","Value","Region","NAs","nonNAs","Gapfill","GF_Method","State_Avg","Region_Avg","Unit_Avg"
"172",2013,"CONNECTICUT","FOOD FISH","TROUT","FOODSIZE","DOLLARS",1132140.75958188,"Northeast",6,2,1,"Region Average",223635,1132140.75958188,9450793.2152848
"173",2013,"CONNECTICUT","FOOD FISH","TROUT","FOODSIZE","HEAD",66722,"Northeast",2,2,0,NA,52611,128523.3125,3795921.74337208
"174",2013,"CONNECTICUT","FOOD FISH","TROUT","FOODSIZE","LB",148881,"Northeast",2,1,1,"Region Average",14065,148881,3545924.67272331
"175",2013,"CONNECTICUT","FOOD FISH","TROUT","STOCKERS","OPERATIONS",3,"Northeast",0,8,0,NA,2,5.77464788732394,9.31397849462366
"176",2013,"CONNECTICUT","FOOD FISH","TROUT","STOCKERS","DOLLARS",69000,"Northeast",6,2,0,NA,223635,1132140.75958188,9450793.2152848
"177",2013,"CONNECTICUT","FOOD FISH","TROUT","STOCKERS","HEAD",38500,"Northeast",2,2,0,NA,52611,128523.3125,3795921.74337208
"178",2013,"CONNECTICUT","FOOD FISH","TROUT","STOCKERS","LB",14065,"Northeast",2,1,0,NA,14065,148881,3545924.67272331
"179",2013,"DELAWARE","FOOD FISH","FOOD FISH","NONE","OPERATIONS",2,"South",0,3,0,NA,1.33333333333333,14.9759036144578,9.31397849462366
"180",2013,"DELAWARE","FOOD FISH","FOOD FISH","NONE","DOLLARS",19420987.1864035,"South",3,0,1,"Region Average",NA,19420987.1864035,9450793.2152848
"181",2013,"DELAWARE","FOOD FISH","HYBRID STRIPED BASS","NONE","OPERATIONS",1,"South",0,3,0,NA,1.33333333333333,14.9759036144578,9.31397849462366
"182",2013,"DELAWARE","FOOD FISH","HYBRID STRIPED BASS","NONE","DOLLARS",19420987.1864035,"South",3,0,1,"Region Average",NA,19420987.1864035,9450793.2152848
"183",2013,"DELAWARE","FOOD FISH","TILAPIA","NONE","OPERATIONS",1,"South",0,3,0,NA,1.33333333333333,14.9759036144578,9.31397849462366
"184",2013,"DELAWARE","FOOD FISH","TILAPIA","NONE","DOLLARS",19420987.1864035,"South",3,0,1,"Region Average",NA,19420987.1864035,9450793.2152848
"185",2013,"FLORIDA","FOOD FISH","FOOD FISH","NONE","OPERATIONS",58,"South",0,13,0,NA,11.2307692307692,14.9759036144578,9.31397849462366
"186",2013,"FLORIDA","FOOD FISH","FOOD FISH","NONE","DOLLARS",19420987.1864035,"South",9,4,1,"Region Average",1185722,19420987.1864035,9450793.2152848
"187",2013,"FLORIDA","FOOD FISH","HYBRID STRIPED BASS","NONE","OPERATIONS",3,"South",0,13,0,NA,11.2307692307692,14.9759036144578,9.31397849462366
"188",2013,"FLORIDA","FOOD FISH","HYBRID STRIPED BASS","NONE","DOLLARS",1183762,"South",9,4,0,NA,1185722,19420987.1864035,9450793.2152848
"189",2013,"FLORIDA","FOOD FISH","CARP","NONE","OPERATIONS",2,"South",0,13,0,NA,11.2307692307692,14.9759036144578,9.31397849462366
"190",2013,"FLORIDA","FOOD FISH","CARP","NONE","DOLLARS",19420987.1864035,"South",9,4,1,"Region Average",1185722,19420987.1864035,9450793.2152848
"191",2013,"FLORIDA","FOOD FISH","GRASS CARP","NONE","OPERATIONS",2,"South",0,13,0,NA,11.2307692307692,14.9759036144578,9.31397849462366
"192",2013,"FLORIDA","FOOD FISH","GRASS CARP","NONE","DOLLARS",19420987.1864035,"South",9,4,1,"Region Average",1185722,19420987.1864035,9450793.2152848
"193",2013,"FLORIDA","FOOD FISH","CATFISH","NONE","OPERATIONS",14,"South",0,13,0,NA,11.2307692307692,14.9759036144578,9.31397849462366
"194",2013,"FLORIDA","FOOD FISH","CATFISH","NONE","DOLLARS",19420987.1864035,"South",9,4,1,"Region Average",1185722,19420987.1864035,9450793.2152848
"195",2013,"FLORIDA","FOOD FISH","CATFISH","FINGERLINGS & FRY","OPERATIONS",3,"South",0,13,0,NA,11.2307692307692,14.9759036144578,9.31397849462366
"196",2013,"FLORIDA","FOOD FISH","CATFISH","FINGERLINGS & FRY","DOLLARS",19420987.1864035,"South",9,4,1,"Region Average",1185722,19420987.1864035,9450793.2152848
"197",2013,"FLORIDA","FOOD FISH","CATFISH","FINGERLINGS & FRY","HEAD",205000,"South",1,2,0,NA,182505.5,10243752.6923077,3795921.74337208
"198",2013,"FLORIDA","FOOD FISH","CATFISH","FOODSIZE","OPERATIONS",12,"South",0,13,0,NA,11.2307692307692,14.9759036144578,9.31397849462366
"199",2013,"FLORIDA","FOOD FISH","CATFISH","FOODSIZE","DOLLARS",467217,"South",9,4,0,NA,1185722,19420987.1864035,9450793.2152848
"200",2013,"FLORIDA","FOOD FISH","CATFISH","FOODSIZE","HEAD",160011,"South",1,2,0,NA,182505.5,10243752.6923077,3795921.74337208
"201",2013,"FLORIDA","FOOD FISH","CATFISH","FOODSIZE","LB",237761,"South",1,1,0,NA,237761,8658691.9,3545924.67272331
"202",2013,"FLORIDA","FOOD FISH","CATFISH","STOCKERS","OPERATIONS",1,"South",0,13,0,NA,11.2307692307692,14.9759036144578,9.31397849462366
"203",2013,"FLORIDA","FOOD FISH","CATFISH","STOCKERS","DOLLARS",19420987.1864035,"South",9,4,1,"Region Average",1185722,19420987.1864035,9450793.2152848
"204",2013,"FLORIDA","FOOD FISH","CATFISH","STOCKERS","HEAD",10243752.6923077,"South",1,2,1,"Region Average",182505.5,10243752.6923077,3795921.74337208
"205",2013,"FLORIDA","FOOD FISH","CATFISH","STOCKERS","LB",8658691.9,"South",1,1,1,"Region Average",237761,8658691.9,3545924.67272331
"206",2013,"FLORIDA","FOOD FISH","RED DRUM","NONE","OPERATIONS",1,"South",0,13,0,NA,11.2307692307692,14.9759036144578,9.31397849462366
"207",2013,"FLORIDA","FOOD FISH","RED DRUM","NONE","DOLLARS",19420987.1864035,"South",9,4,1,"Region Average",1185722,19420987.1864035,9450793.2152848
"208",2013,"FLORIDA","FOOD FISH","FLOUNDER","NONE","OPERATIONS",1,"South",0,13,0,NA,11.2307692307692,14.9759036144578,9.31397849462366
"209",2013,"FLORIDA","FOOD FISH","FLOUNDER","NONE","DOLLARS",19420987.1864035,"South",9,4,1,"Region Average",1185722,19420987.1864035,9450793.2152848
"210",2013,"FLORIDA","FOOD FISH","OTHER SPECIES","NONE","OPERATIONS",1,"South",0,13,0,NA,11.2307692307692,14.9759036144578,9.31397849462366
"211",2013,"FLORIDA","FOOD FISH","OTHER SPECIES","NONE","DOLLARS",19420987.1864035,"South",9,4,1,"Region Average",1185722,19420987.1864035,9450793.2152848
"212",2013,"FLORIDA","FOOD FISH","STURGEON","NONE","OPERATIONS",3,"South",0,13,0,NA,11.2307692307692,14.9759036144578,9.31397849462366
"213",2013,"FLORIDA","FOOD FISH","STURGEON","NONE","DOLLARS",25603,"South",9,4,0,NA,1185722,19420987.1864035,9450793.2152848
"214",2013,"FLORIDA","FOOD FISH","TILAPIA","NONE","OPERATIONS",45,"South",0,13,0,NA,11.2307692307692,14.9759036144578,9.31397849462366
"215",2013,"FLORIDA","FOOD FISH","TILAPIA","NONE","DOLLARS",3066306,"South",9,4,0,NA,1185722,19420987.1864035,9450793.2152848
"216",2013,"GEORGIA","FOOD FISH","FOOD FISH","NONE","OPERATIONS",45,"South",0,14,0,NA,11.1428571428571,14.9759036144578,9.31397849462366
"217",2013,"GEORGIA","FOOD FISH","FOOD FISH","NONE","DOLLARS",19420987.1864035,"South",10,4,1,"Region Average",1015874.5,19420987.1864035,9450793.2152848
"218",2013,"GEORGIA","FOOD FISH","CARP","NONE","OPERATIONS",7,"South",0,14,0,NA,11.1428571428571,14.9759036144578,9.31397849462366
"219",2013,"GEORGIA","FOOD FISH","CARP","NONE","DOLLARS",606257,"South",10,4,0,NA,1015874.5,19420987.1864035,9450793.2152848
"220",2013,"GEORGIA","FOOD FISH","CARP (EXCL GRASS)","NONE","OPERATIONS",2,"South",0,14,0,NA,11.1428571428571,14.9759036144578,9.31397849462366
"221",2013,"GEORGIA","FOOD FISH","CARP (EXCL GRASS)","NONE","DOLLARS",19420987.1864035,"South",10,4,1,"Region Average",1015874.5,19420987.1864035,9450793.2152848
"222",2013,"GEORGIA","FOOD FISH","GRASS CARP","NONE","OPERATIONS",5,"South",0,14,0,NA,11.1428571428571,14.9759036144578,9.31397849462366
"223",2013,"GEORGIA","FOOD FISH","GRASS CARP","NONE","DOLLARS",19420987.1864035,"South",10,4,1,"Region Average",1015874.5,19420987.1864035,9450793.2152848
"224",2013,"GEORGIA","FOOD FISH","CATFISH","NONE","OPERATIONS",33,"South",0,14,0,NA,11.1428571428571,14.9759036144578,9.31397849462366
"225",2013,"GEORGIA","FOOD FISH","CATFISH","NONE","DOLLARS",1530541,"South",10,4,0,NA,1015874.5,19420987.1864035,9450793.2152848
"226",2013,"GEORGIA","FOOD FISH","CATFISH","FINGERLINGS & FRY","OPERATIONS",15,"South",0,14,0,NA,11.1428571428571,14.9759036144578,9.31397849462366
"227",2013,"GEORGIA","FOOD FISH","CATFISH","FINGERLINGS & FRY","DOLLARS",19420987.1864035,"South",10,4,1,"Region Average",1015874.5,19420987.1864035,9450793.2152848
"228",2013,"GEORGIA","FOOD FISH","CATFISH","FINGERLINGS & FRY","HEAD",10243752.6923077,"South",3,3,1,"Region Average",278306,10243752.6923077,3795921.74337208
"229",2013,"GEORGIA","FOOD FISH","CATFISH","FOODSIZE","OPERATIONS",21,"South",0,14,0,NA,11.1428571428571,14.9759036144578,9.31397849462366
"230",2013,"GEORGIA","FOOD FISH","CATFISH","FOODSIZE","DOLLARS",963260,"South",10,4,0,NA,1015874.5,19420987.1864035,9450793.2152848
"231",2013,"GEORGIA","FOOD FISH","CATFISH","FOODSIZE","HEAD",575118,"South",3,3,0,NA,278306,10243752.6923077,3795921.74337208
"232",2013,"GEORGIA","FOOD FISH","CATFISH","FOODSIZE","LB",675304,"South",1,3,0,NA,310609.333333333,8658691.9,3545924.67272331
"233",2013,"GEORGIA","FOOD FISH","CATFISH","STOCKERS","OPERATIONS",3,"South",0,14,0,NA,11.1428571428571,14.9759036144578,9.31397849462366
"234",2013,"GEORGIA","FOOD FISH","CATFISH","STOCKERS","DOLLARS",19420987.1864035,"South",10,4,1,"Region Average",1015874.5,19420987.1864035,9450793.2152848
"235",2013,"GEORGIA","FOOD FISH","CATFISH","STOCKERS","HEAD",60000,"South",3,3,0,NA,278306,10243752.6923077,3795921.74337208
"236",2013,"GEORGIA","FOOD FISH","CATFISH","STOCKERS","LB",13724,"South",1,3,0,NA,310609.333333333,8658691.9,3545924.67272331
"237",2013,"GEORGIA","FOOD FISH","STURGEON","NONE","OPERATIONS",2,"South",0,14,0,NA,11.1428571428571,14.9759036144578,9.31397849462366
"238",2013,"GEORGIA","FOOD FISH","STURGEON","NONE","DOLLARS",19420987.1864035,"South",10,4,1,"Region Average",1015874.5,19420987.1864035,9450793.2152848
"239",2013,"GEORGIA","FOOD FISH","TILAPIA","NONE","OPERATIONS",3,"South",0,14,0,NA,11.1428571428571,14.9759036144578,9.31397849462366
"240",2013,"GEORGIA","FOOD FISH","TILAPIA","NONE","DOLLARS",19420987.1864035,"South",10,4,1,"Region Average",1015874.5,19420987.1864035,9450793.2152848
"241",2013,"GEORGIA","FOOD FISH","TROUT","NONE","OPERATIONS",9,"South",0,14,0,NA,11.1428571428571,14.9759036144578,9.31397849462366
"242",2013,"GEORGIA","FOOD FISH","TROUT","NONE","DOLLARS",963440,"South",10,4,0,NA,1015874.5,19420987.1864035,9450793.2152848
"243",2013,"GEORGIA","FOOD FISH","TROUT","FINGERLINGS & FRY","OPERATIONS",2,"South",0,14,0,NA,11.1428571428571,14.9759036144578,9.31397849462366
"244",2013,"GEORGIA","FOOD FISH","TROUT","FINGERLINGS & FRY","DOLLARS",19420987.1864035,"South",10,4,1,"Region Average",1015874.5,19420987.1864035,9450793.2152848
"245",2013,"GEORGIA","FOOD FISH","TROUT","FINGERLINGS & FRY","HEAD",10243752.6923077,"South",3,3,1,"Region Average",278306,10243752.6923077,3795921.74337208
"246",2013,"GEORGIA","FOOD FISH","TROUT","FOODSIZE","OPERATIONS",7,"South",0,14,0,NA,11.1428571428571,14.9759036144578,9.31397849462366
"247",2013,"GEORGIA","FOOD FISH","TROUT","FOODSIZE","DOLLARS",19420987.1864035,"South",10,4,1,"Region Average",1015874.5,19420987.1864035,9450793.2152848
"248",2013,"GEORGIA","FOOD FISH","TROUT","FOODSIZE","HEAD",199800,"South",3,3,0,NA,278306,10243752.6923077,3795921.74337208
"249",2013,"GEORGIA","FOOD FISH","TROUT","FOODSIZE","LB",242800,"South",1,3,0,NA,310609.333333333,8658691.9,3545924.67272331
"250",2013,"GEORGIA","FOOD FISH","TROUT","STOCKERS","OPERATIONS",2,"South",0,14,0,NA,11.1428571428571,14.9759036144578,9.31397849462366
"251",2013,"GEORGIA","FOOD FISH","TROUT","STOCKERS","DOLLARS",19420987.1864035,"South",10,4,1,"Region Average",1015874.5,19420987.1864035,9450793.2152848
"252",2013,"GEORGIA","FOOD FISH","TROUT","STOCKERS","HEAD",10243752.6923077,"South",3,3,1,"Region Average",278306,10243752.6923077,3795921.74337208
"253",2013,"GEORGIA","FOOD FISH","TROUT","STOCKERS","LB",8658691.9,"South",1,3,1,"Region Average",310609.333333333,8658691.9,3545924.67272331
"254",2013,"HAWAII","FOOD FISH","FOOD FISH","NONE","OPERATIONS",23,"West",0,8,0,NA,7,7.1010101010101,9.31397849462366
"255",2013,"HAWAII","FOOD FISH","FOOD FISH","NONE","DOLLARS",9917520.23958333,"West",6,2,1,"Region Average",147797.5,9917520.23958333,9450793.2152848
"256",2013,"HAWAII","FOOD FISH","CATFISH","NONE","OPERATIONS",6,"West",0,8,0,NA,7,7.1010101010101,9.31397849462366
"257",2013,"HAWAII","FOOD FISH","CATFISH","NONE","DOLLARS",23917,"West",6,2,0,NA,147797.5,9917520.23958333,9450793.2152848
"258",2013,"HAWAII","FOOD FISH","CATFISH","FINGERLINGS & FRY","OPERATIONS",2,"West",0,8,0,NA,7,7.1010101010101,9.31397849462366
"259",2013,"HAWAII","FOOD FISH","CATFISH","FINGERLINGS & FRY","DOLLARS",9917520.23958333,"West",6,2,1,"Region Average",147797.5,9917520.23958333,9450793.2152848
"260",2013,"HAWAII","FOOD FISH","CATFISH","FINGERLINGS & FRY","HEAD",2005969.10526316,"West",3,0,1,"Region Average",NA,2005969.10526316,3795921.74337208
"261",2013,"HAWAII","FOOD FISH","CATFISH","FOODSIZE","OPERATIONS",2,"West",0,8,0,NA,7,7.1010101010101,9.31397849462366
"262",2013,"HAWAII","FOOD FISH","CATFISH","FOODSIZE","DOLLARS",9917520.23958333,"West",6,2,1,"Region Average",147797.5,9917520.23958333,9450793.2152848
"263",2013,"HAWAII","FOOD FISH","CATFISH","FOODSIZE","HEAD",2005969.10526316,"West",3,0,1,"Region Average",NA,2005969.10526316,3795921.74337208
"264",2013,"HAWAII","FOOD FISH","CATFISH","FOODSIZE","LB",3071894,"West",2,0,1,"Region Average",NA,3071894,3545924.67272331
"265",2013,"HAWAII","FOOD FISH","CATFISH","STOCKERS","OPERATIONS",2,"West",0,8,0,NA,7,7.1010101010101,9.31397849462366
"266",2013,"HAWAII","FOOD FISH","CATFISH","STOCKERS","DOLLARS",9917520.23958333,"West",6,2,1,"Region Average",147797.5,9917520.23958333,9450793.2152848
"267",2013,"HAWAII","FOOD FISH","CATFISH","STOCKERS","HEAD",2005969.10526316,"West",3,0,1,"Region Average",NA,2005969.10526316,3795921.74337208
"268",2013,"HAWAII","FOOD FISH","CATFISH","STOCKERS","LB",3071894,"West",2,0,1,"Region Average",NA,3071894,3545924.67272331
"269",2013,"HAWAII","FOOD FISH","OTHER SPECIES","NONE","OPERATIONS",4,"West",0,8,0,NA,7,7.1010101010101,9.31397849462366
"270",2013,"HAWAII","FOOD FISH","OTHER SPECIES","NONE","DOLLARS",9917520.23958333,"West",6,2,1,"Region Average",147797.5,9917520.23958333,9450793.2152848
"271",2013,"HAWAII","FOOD FISH","STURGEON","NONE","OPERATIONS",1,"West",0,8,0,NA,7,7.1010101010101,9.31397849462366
"272",2013,"HAWAII","FOOD FISH","STURGEON","NONE","DOLLARS",9917520.23958333,"West",6,2,1,"Region Average",147797.5,9917520.23958333,9450793.2152848
"273",2013,"HAWAII","FOOD FISH","TILAPIA","NONE","OPERATIONS",16,"West",0,8,0,NA,7,7.1010101010101,9.31397849462366
"274",2013,"HAWAII","FOOD FISH","TILAPIA","NONE","DOLLARS",271678,"West",6,2,0,NA,147797.5,9917520.23958333,9450793.2152848
"275",2013,"IDAHO","FOOD FISH","FOOD FISH","NONE","OPERATIONS",27,"West",0,10,0,NA,9.5,7.1010101010101,9.31397849462366
"276",2013,"IDAHO","FOOD FISH","FOOD FISH","NONE","DOLLARS",47430774,"West",5,5,0,NA,27779166,9917520.23958333,9450793.2152848
"277",2013,"IDAHO","FOOD FISH","CATFISH","NONE","OPERATIONS",1,"West",0,10,0,NA,9.5,7.1010101010101,9.31397849462366
"278",2013,"IDAHO","FOOD FISH","CATFISH","NONE","DOLLARS",9917520.23958333,"West",5,5,1,"Region Average",27779166,9917520.23958333,9450793.2152848
"279",2013,"IDAHO","FOOD FISH","CATFISH","FOODSIZE","OPERATIONS",1,"West",0,10,0,NA,9.5,7.1010101010101,9.31397849462366
"280",2013,"IDAHO","FOOD FISH","CATFISH","FOODSIZE","DOLLARS",9917520.23958333,"West",5,5,1,"Region Average",27779166,9917520.23958333,9450793.2152848
"281",2013,"IDAHO","FOOD FISH","CATFISH","FOODSIZE","HEAD",2005969.10526316,"West",2,2,1,"Region Average",15204711,2005969.10526316,3795921.74337208
"282",2013,"IDAHO","FOOD FISH","CATFISH","FOODSIZE","LB",3071894,"West",1,2,1,"Region Average",17959056.5,3071894,3545924.67272331
"283",2013,"IDAHO","FOOD FISH","STURGEON","NONE","OPERATIONS",3,"West",0,10,0,NA,9.5,7.1010101010101,9.31397849462366
"284",2013,"IDAHO","FOOD FISH","STURGEON","NONE","DOLLARS",9917520.23958333,"West",5,5,1,"Region Average",27779166,9917520.23958333,9450793.2152848
"285",2013,"IDAHO","FOOD FISH","TILAPIA","NONE","OPERATIONS",4,"West",0,10,0,NA,9.5,7.1010101010101,9.31397849462366
"286",2013,"IDAHO","FOOD FISH","TILAPIA","NONE","DOLLARS",1467067,"West",5,5,0,NA,27779166,9917520.23958333,9450793.2152848
"287",2013,"IDAHO","FOOD FISH","TROUT","NONE","OPERATIONS",24,"West",0,10,0,NA,9.5,7.1010101010101,9.31397849462366
"288",2013,"IDAHO","FOOD FISH","TROUT","NONE","DOLLARS",45175739,"West",5,5,0,NA,27779166,9917520.23958333,9450793.2152848
"289",2013,"IDAHO","FOOD FISH","TROUT","EGGS","OPERATIONS",3,"West",0,10,0,NA,9.5,7.1010101010101,9.31397849462366
"290",2013,"IDAHO","FOOD FISH","TROUT","EGGS","DOLLARS",9917520.23958333,"West",5,5,1,"Region Average",27779166,9917520.23958333,9450793.2152848
"291",2013,"IDAHO","FOOD FISH","TROUT","EGGS","EGGS",22886000,"West",0,1,0,NA,22886000,148856006.666667,74764032.8333333
"292",2013,"IDAHO","FOOD FISH","TROUT","FINGERLINGS & FRY","OPERATIONS",1,"West",0,10,0,NA,9.5,7.1010101010101,9.31397849462366
"293",2013,"IDAHO","FOOD FISH","TROUT","FINGERLINGS & FRY","DOLLARS",9917520.23958333,"West",5,5,1,"Region Average",27779166,9917520.23958333,9450793.2152848
"294",2013,"IDAHO","FOOD FISH","TROUT","FINGERLINGS & FRY","HEAD",2005969.10526316,"West",2,2,1,"Region Average",15204711,2005969.10526316,3795921.74337208
"295",2013,"IDAHO","FOOD FISH","TROUT","FOODSIZE","OPERATIONS",23,"West",0,10,0,NA,9.5,7.1010101010101,9.31397849462366
"296",2013,"IDAHO","FOOD FISH","TROUT","FOODSIZE","DOLLARS",44494747,"West",5,5,0,NA,27779166,9917520.23958333,9450793.2152848
"297",2013,"IDAHO","FOOD FISH","TROUT","FOODSIZE","HEAD",30137544,"West",2,2,0,NA,15204711,2005969.10526316,3795921.74337208
"298",2013,"IDAHO","FOOD FISH","TROUT","FOODSIZE","LB",35797893,"West",1,2,0,NA,17959056.5,3071894,3545924.67272331
"299",2013,"IDAHO","FOOD FISH","TROUT","STOCKERS","OPERATIONS",8,"West",0,10,0,NA,9.5,7.1010101010101,9.31397849462366
"300",2013,"IDAHO","FOOD FISH","TROUT","STOCKERS","DOLLARS",327503,"West",5,5,0,NA,27779166,9917520.23958333,9450793.2152848
"301",2013,"IDAHO","FOOD FISH","TROUT","STOCKERS","HEAD",271878,"West",2,2,0,NA,15204711,2005969.10526316,3795921.74337208
"302",2013,"IDAHO","FOOD FISH","TROUT","STOCKERS","LB",120220,"West",1,2,0,NA,17959056.5,3071894,3545924.67272331
"303",2013,"ILLINOIS","FOOD FISH","FOOD FISH","NONE","OPERATIONS",17,"North Central",0,13,0,NA,4.07692307692308,5.67441860465116,9.31397849462366
"304",2013,"ILLINOIS","FOOD FISH","FOOD FISH","NONE","DOLLARS",976817,"North Central",9,4,0,NA,479697.25,841228.484615385,9450793.2152848
"305",2013,"ILLINOIS","FOOD FISH","HYBRID STRIPED BASS","NONE","OPERATIONS",5,"North Central",0,13,0,NA,4.07692307692308,5.67441860465116,9.31397849462366
"306",2013,"ILLINOIS","FOOD FISH","HYBRID STRIPED BASS","NONE","DOLLARS",570666,"North Central",9,4,0,NA,479697.25,841228.484615385,9450793.2152848
"307",2013,"ILLINOIS","FOOD FISH","CARP","NONE","OPERATIONS",2,"North Central",0,13,0,NA,4.07692307692308,5.67441860465116,9.31397849462366
"308",2013,"ILLINOIS","FOOD FISH","CARP","NONE","DOLLARS",841228.484615385,"North Central",9,4,1,"Region Average",479697.25,841228.484615385,9450793.2152848
"309",2013,"ILLINOIS","FOOD FISH","GRASS CARP","NONE","OPERATIONS",2,"North Central",0,13,0,NA,4.07692307692308,5.67441860465116,9.31397849462366
"310",2013,"ILLINOIS","FOOD FISH","GRASS CARP","NONE","DOLLARS",841228.484615385,"North Central",9,4,1,"Region Average",479697.25,841228.484615385,9450793.2152848
"311",2013,"ILLINOIS","FOOD FISH","CATFISH","NONE","OPERATIONS",7,"North Central",0,13,0,NA,4.07692307692308,5.67441860465116,9.31397849462366
"312",2013,"ILLINOIS","FOOD FISH","CATFISH","NONE","DOLLARS",261544,"North Central",9,4,0,NA,479697.25,841228.484615385,9450793.2152848
"313",2013,"ILLINOIS","FOOD FISH","CATFISH","FINGERLINGS & FRY","OPERATIONS",2,"North Central",0,13,0,NA,4.07692307692308,5.67441860465116,9.31397849462366
"314",2013,"ILLINOIS","FOOD FISH","CATFISH","FINGERLINGS & FRY","DOLLARS",841228.484615385,"North Central",9,4,1,"Region Average",479697.25,841228.484615385,9450793.2152848
"315",2013,"ILLINOIS","FOOD FISH","CATFISH","FINGERLINGS & FRY","HEAD",250879,"North Central",5,1,1,"Region Average",28243,250879,3795921.74337208
"316",2013,"ILLINOIS","FOOD FISH","CATFISH","FOODSIZE","OPERATIONS",5,"North Central",0,13,0,NA,4.07692307692308,5.67441860465116,9.31397849462366
"317",2013,"ILLINOIS","FOOD FISH","CATFISH","FOODSIZE","DOLLARS",109762,"North Central",9,4,0,NA,479697.25,841228.484615385,9450793.2152848
"318",2013,"ILLINOIS","FOOD FISH","CATFISH","FOODSIZE","HEAD",28243,"North Central",5,1,0,NA,28243,250879,3795921.74337208
"319",2013,"ILLINOIS","FOOD FISH","CATFISH","FOODSIZE","LB",52430,"North Central",3,1,0,NA,52430,203239.529411765,3545924.67272331
"320",2013,"ILLINOIS","FOOD FISH","CATFISH","STOCKERS","OPERATIONS",4,"North Central",0,13,0,NA,4.07692307692308,5.67441860465116,9.31397849462366
"321",2013,"ILLINOIS","FOOD FISH","CATFISH","STOCKERS","DOLLARS",841228.484615385,"North Central",9,4,1,"Region Average",479697.25,841228.484615385,9450793.2152848
"322",2013,"ILLINOIS","FOOD FISH","CATFISH","STOCKERS","HEAD",250879,"North Central",5,1,1,"Region Average",28243,250879,3795921.74337208
"323",2013,"ILLINOIS","FOOD FISH","CATFISH","STOCKERS","LB",203239.529411765,"North Central",3,1,1,"Region Average",52430,203239.529411765,3545924.67272331
"324",2013,"ILLINOIS","FOOD FISH","TILAPIA","NONE","OPERATIONS",5,"North Central",0,13,0,NA,4.07692307692308,5.67441860465116,9.31397849462366
"325",2013,"ILLINOIS","FOOD FISH","TILAPIA","NONE","DOLLARS",841228.484615385,"North Central",9,4,1,"Region Average",479697.25,841228.484615385,9450793.2152848
"326",2013,"ILLINOIS","FOOD FISH","TROUT","NONE","OPERATIONS",1,"North Central",0,13,0,NA,4.07692307692308,5.67441860465116,9.31397849462366
"327",2013,"ILLINOIS","FOOD FISH","TROUT","NONE","DOLLARS",841228.484615385,"North Central",9,4,1,"Region Average",479697.25,841228.484615385,9450793.2152848
"328",2013,"ILLINOIS","FOOD FISH","TROUT","FINGERLINGS & FRY","OPERATIONS",1,"North Central",0,13,0,NA,4.07692307692308,5.67441860465116,9.31397849462366
"329",2013,"ILLINOIS","FOOD FISH","TROUT","FINGERLINGS & FRY","DOLLARS",841228.484615385,"North Central",9,4,1,"Region Average",479697.25,841228.484615385,9450793.2152848
"330",2013,"ILLINOIS","FOOD FISH","TROUT","FINGERLINGS & FRY","HEAD",250879,"North Central",5,1,1,"Region Average",28243,250879,3795921.74337208
"331",2013,"ILLINOIS","FOOD FISH","TROUT","FOODSIZE","OPERATIONS",1,"North Central",0,13,0,NA,4.07692307692308,5.67441860465116,9.31397849462366
"332",2013,"ILLINOIS","FOOD FISH","TROUT","FOODSIZE","DOLLARS",841228.484615385,"North Central",9,4,1,"Region Average",479697.25,841228.484615385,9450793.2152848
"333",2013,"ILLINOIS","FOOD FISH","TROUT","FOODSIZE","HEAD",250879,"North Central",5,1,1,"Region Average",28243,250879,3795921.74337208
"334",2013,"ILLINOIS","FOOD FISH","TROUT","FOODSIZE","LB",203239.529411765,"North Central",3,1,1,"Region Average",52430,203239.529411765,3545924.67272331
"335",2013,"ILLINOIS","FOOD FISH","TROUT","STOCKERS","OPERATIONS",1,"North Central",0,13,0,NA,4.07692307692308,5.67441860465116,9.31397849462366
"336",2013,"ILLINOIS","FOOD FISH","TROUT","STOCKERS","DOLLARS",841228.484615385,"North Central",9,4,1,"Region Average",479697.25,841228.484615385,9450793.2152848
"337",2013,"ILLINOIS","FOOD FISH","TROUT","STOCKERS","HEAD",250879,"North Central",5,1,1,"Region Average",28243,250879,3795921.74337208
"338",2013,"ILLINOIS","FOOD FISH","TROUT","STOCKERS","LB",203239.529411765,"North Central",3,1,1,"Region Average",52430,203239.529411765,3545924.67272331
"339",2013,"INDIANA","FOOD FISH","FOOD FISH","NONE","OPERATIONS",4,"North Central",0,8,0,NA,1.625,5.67441860465116,9.31397849462366
"340",2013,"INDIANA","FOOD FISH","FOOD FISH","NONE","DOLLARS",841228.484615385,"North Central",8,0,1,"Region Average",NA,841228.484615385,9450793.2152848
"341",2013,"INDIANA","FOOD FISH","CARP","NONE","OPERATIONS",1,"North Central",0,8,0,NA,1.625,5.67441860465116,9.31397849462366
"342",2013,"INDIANA","FOOD FISH","CARP","NONE","DOLLARS",841228.484615385,"North Central",8,0,1,"Region Average",NA,841228.484615385,9450793.2152848
"343",2013,"INDIANA","FOOD FISH","GRASS CARP","NONE","OPERATIONS",1,"North Central",0,8,0,NA,1.625,5.67441860465116,9.31397849462366
"344",2013,"INDIANA","FOOD FISH","GRASS CARP","NONE","DOLLARS",841228.484615385,"North Central",8,0,1,"Region Average",NA,841228.484615385,9450793.2152848
