"Year","State","Species","Product_Type","Unit","Value"
2005,"WASHINGTON","MUSSELS","ALL PRODUCTS","DOLLARS",NA
2005,"WASHINGTON","MUSSELS","FOODSIZE","OPERATIONS",8
2005,"WASHINGTON","MUSSELS","FOODSIZE","DOLLARS",3334982
2005,"WASHINGTON","MUSSELS","FOODSIZE","HEAD",47501380
2005,"WASHINGTON","MUSSELS","FOODSIZE","HEAD_PER_LB",20
2005,"WASHINGTON","MUSSELS","FOODSIZE","LB",2407849
2005,"WASHINGTON","MUSSELS","LARVAE & SEED","OPERATIONS",1
2005,"WASHINGTON","MUSSELS","LARVAE & SEED","DOLLARS",NA
2005,"WASHINGTON","OTHER SPECIES","ALL PRODUCTS","OPERATIONS",1
2005,"WASHINGTON","OTHER SPECIES","ALL PRODUCTS","DOLLARS",NA
2005,"WASHINGTON","OYSTERS","ALL PRODUCTS","OPERATIONS",137
2005,"WASHINGTON","OYSTERS","ALL PRODUCTS","DOLLARS",38260108
2005,"WASHINGTON","OTHER OYSTERS","ALL PRODUCTS","OPERATIONS",15
2005,"WASHINGTON","OTHER OYSTERS","ALL PRODUCTS","DOLLARS",2817682
2005,"WASHINGTON","EASTERN OYSTERS","ALL PRODUCTS","OPERATIONS",7
2005,"WASHINGTON","EASTERN OYSTERS","ALL PRODUCTS","DOLLARS",163511
2005,"WASHINGTON","EASTERN OYSTERS","FOODSIZE","OPERATIONS",6
2005,"WASHINGTON","EASTERN OYSTERS","FOODSIZE","DOLLARS",NA
2005,"WASHINGTON","EASTERN OYSTERS","FOODSIZE","HEAD",NA
2005,"WASHINGTON","EASTERN OYSTERS","FOODSIZE","HEAD_PER_LB",NA
2005,"WASHINGTON","EASTERN OYSTERS","FOODSIZE","LB",NA
2005,"WASHINGTON","EASTERN OYSTERS","LARVAE & SEED","OPERATIONS",1
2005,"WASHINGTON","EASTERN OYSTERS","LARVAE & SEED","DOLLARS",NA
2005,"WASHINGTON","PACIFIC OYSTERS","ALL PRODUCTS","OPERATIONS",135
2005,"WASHINGTON","PACIFIC OYSTERS","ALL PRODUCTS","DOLLARS",35278915
2005,"WASHINGTON","PACIFIC OYSTERS","FOODSIZE","OPERATIONS",132
2005,"WASHINGTON","PACIFIC OYSTERS","FOODSIZE","DOLLARS",34115475
2005,"WASHINGTON","PACIFIC OYSTERS","FOODSIZE","HEAD",183214525
2005,"WASHINGTON","PACIFIC OYSTERS","FOODSIZE","HEAD_PER_LB",5
2005,"WASHINGTON","PACIFIC OYSTERS","FOODSIZE","LB",37667377
2005,"WASHINGTON","PACIFIC OYSTERS","LARVAE & SEED","OPERATIONS",6
2005,"WASHINGTON","PACIFIC OYSTERS","LARVAE & SEED","DOLLARS",1163440
1998,"US","MOLLUSKS","ALL PRODUCTS","OPERATIONS",535
1998,"US","MOLLUSKS","ALL PRODUCTS","DOLLARS",89127525
1998,"US","MOLLUSKS","ALL PRODUCTS","DOLLARS_PER_OPERATION",166594
1998,"US","MOLLUSKS","ALL PRODUCTS","PCT BT SIZE GROUP",100
1998,"US","CLAMS","ALL PRODUCTS","OPERATIONS",360
1998,"US","CLAMS","ALL PRODUCTS","DOLLARS",50076191
1998,"US","MUSSELS","ALL PRODUCTS","OPERATIONS",29
1998,"US","MUSSELS","ALL PRODUCTS","DOLLARS",3180357
1998,"US","OYSTERS","ALL PRODUCTS","OPERATIONS",172
1998,"US","OYSTERS","ALL PRODUCTS","DOLLARS",27011860
1998,"ALABAMA","MOLLUSKS","ALL PRODUCTS","OPERATIONS",1
1998,"ALABAMA","MOLLUSKS","ALL PRODUCTS","DOLLARS",NA
1998,"ALABAMA","OYSTERS","ALL PRODUCTS","OPERATIONS",1
1998,"ALABAMA","OYSTERS","ALL PRODUCTS","DOLLARS",NA
1998,"ALASKA","MOLLUSKS","ALL PRODUCTS","OPERATIONS",20
1998,"ALASKA","MOLLUSKS","ALL PRODUCTS","DOLLARS",NA
1998,"ALASKA","CLAMS","ALL PRODUCTS","OPERATIONS",2
1998,"ALASKA","CLAMS","ALL PRODUCTS","DOLLARS",NA
1998,"ALASKA","MUSSELS","ALL PRODUCTS","OPERATIONS",4
1998,"ALASKA","MUSSELS","ALL PRODUCTS","DOLLARS",NA
1998,"ALASKA","OYSTERS","ALL PRODUCTS","OPERATIONS",20
1998,"ALASKA","OYSTERS","ALL PRODUCTS","DOLLARS",280114
1998,"CALIFORNIA","MOLLUSKS","ALL PRODUCTS","OPERATIONS",14
1998,"CALIFORNIA","MOLLUSKS","ALL PRODUCTS","DOLLARS",4709919
1998,"CALIFORNIA","CLAMS","ALL PRODUCTS","OPERATIONS",1
1998,"CALIFORNIA","CLAMS","ALL PRODUCTS","DOLLARS",NA
1998,"CALIFORNIA","MUSSELS","ALL PRODUCTS","OPERATIONS",3
1998,"CALIFORNIA","MUSSELS","ALL PRODUCTS","DOLLARS",NA
1998,"CALIFORNIA","OYSTERS","ALL PRODUCTS","OPERATIONS",6
1998,"CALIFORNIA","OYSTERS","ALL PRODUCTS","DOLLARS",1294821
1998,"CONNECTICUT","MOLLUSKS","ALL PRODUCTS","OPERATIONS",15
1998,"CONNECTICUT","MOLLUSKS","ALL PRODUCTS","DOLLARS",17422528
1998,"CONNECTICUT","CLAMS","ALL PRODUCTS","OPERATIONS",15
1998,"CONNECTICUT","CLAMS","ALL PRODUCTS","DOLLARS",NA
1998,"CONNECTICUT","OYSTERS","ALL PRODUCTS","OPERATIONS",7
1998,"CONNECTICUT","OYSTERS","ALL PRODUCTS","DOLLARS",NA
1998,"FLORIDA","MOLLUSKS","ALL PRODUCTS","OPERATIONS",221
1998,"FLORIDA","MOLLUSKS","ALL PRODUCTS","DOLLARS",11227892
1998,"FLORIDA","CLAMS","ALL PRODUCTS","OPERATIONS",206
1998,"FLORIDA","CLAMS","ALL PRODUCTS","DOLLARS",9540611
1998,"FLORIDA","MUSSELS","ALL PRODUCTS","OPERATIONS",1
1998,"FLORIDA","MUSSELS","ALL PRODUCTS","DOLLARS",NA
1998,"FLORIDA","OYSTERS","ALL PRODUCTS","OPERATIONS",5
1998,"FLORIDA","OYSTERS","ALL PRODUCTS","DOLLARS",NA
1998,"HAWAII","MOLLUSKS","ALL PRODUCTS","OPERATIONS",5
1998,"HAWAII","MOLLUSKS","ALL PRODUCTS","DOLLARS",NA
1998,"IDAHO","MOLLUSKS","ALL PRODUCTS","OPERATIONS",1
1998,"IDAHO","MOLLUSKS","ALL PRODUCTS","DOLLARS",NA
1998,"INDIANA","MOLLUSKS","ALL PRODUCTS","OPERATIONS",2
1998,"INDIANA","MOLLUSKS","ALL PRODUCTS","DOLLARS",NA
1998,"MAINE","MOLLUSKS","ALL PRODUCTS","OPERATIONS",15
1998,"MAINE","MOLLUSKS","ALL PRODUCTS","DOLLARS",1459000
1998,"MAINE","CLAMS","ALL PRODUCTS","OPERATIONS",1
1998,"MAINE","CLAMS","ALL PRODUCTS","DOLLARS",NA
1998,"MAINE","MUSSELS","ALL PRODUCTS","OPERATIONS",6
1998,"MAINE","MUSSELS","ALL PRODUCTS","DOLLARS",NA
1998,"MAINE","OYSTERS","ALL PRODUCTS","OPERATIONS",8
1998,"MAINE","OYSTERS","ALL PRODUCTS","DOLLARS",588200
1998,"MARYLAND","MOLLUSKS","ALL PRODUCTS","OPERATIONS",5
1998,"MARYLAND","MOLLUSKS","ALL PRODUCTS","DOLLARS",87400
1998,"MARYLAND","OYSTERS","ALL PRODUCTS","OPERATIONS",4
1998,"MARYLAND","OYSTERS","ALL PRODUCTS","DOLLARS",NA
1998,"MASSACHUSETTS","MOLLUSKS","ALL PRODUCTS","OPERATIONS",94
1998,"MASSACHUSETTS","MOLLUSKS","ALL PRODUCTS","DOLLARS",3924148
1998,"MASSACHUSETTS","CLAMS","ALL PRODUCTS","OPERATIONS",44
1998,"MASSACHUSETTS","CLAMS","ALL PRODUCTS","DOLLARS",1336930
1998,"MASSACHUSETTS","MUSSELS","ALL PRODUCTS","OPERATIONS",3
1998,"MASSACHUSETTS","MUSSELS","ALL PRODUCTS","DOLLARS",NA
1998,"MASSACHUSETTS","OYSTERS","ALL PRODUCTS","OPERATIONS",46
1998,"MASSACHUSETTS","OYSTERS","ALL PRODUCTS","DOLLARS",1142122
1998,"NEW JERSEY","MOLLUSKS","ALL PRODUCTS","OPERATIONS",16
1998,"NEW JERSEY","MOLLUSKS","ALL PRODUCTS","DOLLARS",3133940
1998,"NEW JERSEY","CLAMS","ALL PRODUCTS","OPERATIONS",14
1998,"NEW JERSEY","CLAMS","ALL PRODUCTS","DOLLARS",1573540
1998,"NEW JERSEY","MUSSELS","ALL PRODUCTS","OPERATIONS",1
1998,"NEW JERSEY","MUSSELS","ALL PRODUCTS","DOLLARS",NA
1998,"NEW JERSEY","OYSTERS","ALL PRODUCTS","OPERATIONS",2
1998,"NEW JERSEY","OYSTERS","ALL PRODUCTS","DOLLARS",NA
1998,"NEW YORK","MOLLUSKS","ALL PRODUCTS","OPERATIONS",2
1998,"NEW YORK","MOLLUSKS","ALL PRODUCTS","DOLLARS",NA
1998,"NEW YORK","OYSTERS","ALL PRODUCTS","OPERATIONS",1
1998,"NEW YORK","OYSTERS","ALL PRODUCTS","DOLLARS",NA
1998,"NORTH CAROLINA","MOLLUSKS","ALL PRODUCTS","OPERATIONS",11
1998,"NORTH CAROLINA","MOLLUSKS","ALL PRODUCTS","DOLLARS",271798
1998,"NORTH CAROLINA","CLAMS","ALL PRODUCTS","OPERATIONS",11
1998,"NORTH CAROLINA","CLAMS","ALL PRODUCTS","DOLLARS",NA
1998,"NORTH CAROLINA","OYSTERS","ALL PRODUCTS","OPERATIONS",6
1998,"NORTH CAROLINA","OYSTERS","ALL PRODUCTS","DOLLARS",NA
1998,"OHIO","MOLLUSKS","ALL PRODUCTS","OPERATIONS",2
1998,"OHIO","MOLLUSKS","ALL PRODUCTS","DOLLARS",NA
1998,"OREGON","MOLLUSKS","ALL PRODUCTS","OPERATIONS",9
1998,"OREGON","MOLLUSKS","ALL PRODUCTS","DOLLARS",2679073
1998,"OREGON","OYSTERS","ALL PRODUCTS","OPERATIONS",8
1998,"OREGON","OYSTERS","ALL PRODUCTS","DOLLARS",1949224
1998,"PENNSYLVANIA","MOLLUSKS","ALL PRODUCTS","OPERATIONS",1
1998,"PENNSYLVANIA","MOLLUSKS","ALL PRODUCTS","DOLLARS",NA
1998,"PENNSYLVANIA","MUSSELS","ALL PRODUCTS","OPERATIONS",1
1998,"PENNSYLVANIA","MUSSELS","ALL PRODUCTS","DOLLARS",NA
1998,"RHODE ISLAND","MOLLUSKS","ALL PRODUCTS","OPERATIONS",2
1998,"RHODE ISLAND","MOLLUSKS","ALL PRODUCTS","DOLLARS",NA
1998,"RHODE ISLAND","MUSSELS","ALL PRODUCTS","OPERATIONS",2
1998,"RHODE ISLAND","MUSSELS","ALL PRODUCTS","DOLLARS",NA
1998,"RHODE ISLAND","OYSTERS","ALL PRODUCTS","OPERATIONS",2
1998,"RHODE ISLAND","OYSTERS","ALL PRODUCTS","DOLLARS",NA
1998,"SOUTH CAROLINA","MOLLUSKS","ALL PRODUCTS","OPERATIONS",1
1998,"SOUTH CAROLINA","MOLLUSKS","ALL PRODUCTS","DOLLARS",NA
1998,"SOUTH CAROLINA","CLAMS","ALL PRODUCTS","OPERATIONS",1
1998,"SOUTH CAROLINA","CLAMS","ALL PRODUCTS","DOLLARS",NA
1998,"TEXAS","MOLLUSKS","ALL PRODUCTS","OPERATIONS",1
1998,"TEXAS","MOLLUSKS","ALL PRODUCTS","DOLLARS",NA
1998,"TEXAS","MUSSELS","ALL PRODUCTS","OPERATIONS",1
1998,"TEXAS","MUSSELS","ALL PRODUCTS","DOLLARS",NA
1998,"VIRGINIA","MOLLUSKS","ALL PRODUCTS","OPERATIONS",33
1998,"VIRGINIA","MOLLUSKS","ALL PRODUCTS","DOLLARS",11271507
1998,"VIRGINIA","CLAMS","ALL PRODUCTS","OPERATIONS",25
1998,"VIRGINIA","CLAMS","ALL PRODUCTS","DOLLARS",11048568
1998,"VIRGINIA","OYSTERS","ALL PRODUCTS","OPERATIONS",12
1998,"VIRGINIA","OYSTERS","ALL PRODUCTS","DOLLARS",132290
1998,"WASHINGTON","MOLLUSKS","ALL PRODUCTS","OPERATIONS",64
1998,"WASHINGTON","MOLLUSKS","ALL PRODUCTS","DOLLARS",28429085
1998,"WASHINGTON","CLAMS","ALL PRODUCTS","OPERATIONS",40
1998,"WASHINGTON","CLAMS","ALL PRODUCTS","DOLLARS",12147700
1998,"WASHINGTON","MUSSELS","ALL PRODUCTS","OPERATIONS",7
1998,"WASHINGTON","MUSSELS","ALL PRODUCTS","DOLLARS",NA
1998,"WASHINGTON","OYSTERS","ALL PRODUCTS","OPERATIONS",44
1998,"WASHINGTON","OYSTERS","ALL PRODUCTS","DOLLARS",14065558
2013,"US","FOOD FISH","ALL PRODUCTS","OPERATIONS",1296
2013,"US","FOOD FISH","ALL PRODUCTS","DOLLARS",732146922
2013,"US","FOOD FISH","ALL PRODUCTS","DOLLARS_PER_OPERATION",564928
2013,"US","FOOD FISH","ALL PRODUCTS","PCT BT SIZE GROUP",100
2013,"US","HYBRID STRIPED BASS","ALL PRODUCTS","OPERATIONS",68
2013,"US","HYBRID STRIPED BASS","ALL PRODUCTS","DOLLARS",50799420
2013,"US","HYBRID STRIPED BASS","FINGERLINGS & FRY","OPERATIONS",9
2013,"US","HYBRID STRIPED BASS","FINGERLINGS & FRY","DOLLARS",2000144
2013,"US","HYBRID STRIPED BASS","FINGERLINGS & FRY","HEAD",56510579
2013,"US","HYBRID STRIPED BASS","FOODSIZE","OPERATIONS",52
2013,"US","HYBRID STRIPED BASS","FOODSIZE","DOLLARS",48362166
2013,"US","HYBRID STRIPED BASS","FOODSIZE","HEAD",6566210
2013,"US","HYBRID STRIPED BASS","FOODSIZE","LB",12394899
2013,"US","HYBRID STRIPED BASS","FOODSIZE","LB_PER_HEAD",1.9
2013,"US","HYBRID STRIPED BASS","STOCKERS","OPERATIONS",10
2013,"US","HYBRID STRIPED BASS","STOCKERS","DOLLARS",437110
2013,"US","HYBRID STRIPED BASS","STOCKERS","HEAD",259065
2013,"US","HYBRID STRIPED BASS","STOCKERS","LB",275843
2013,"US","HYBRID STRIPED BASS","STOCKERS","LB_PER_HEAD",1.1
2013,"US","CARP","ALL PRODUCTS","OPERATIONS",82
2013,"US","CARP","ALL PRODUCTS","DOLLARS",NA
2013,"US","OTHER CARP","ALL PRODUCTS","OPERATIONS",26
2013,"US","OTHER CARP","ALL PRODUCTS","DOLLARS",NA
2013,"US","OTHER CARP","FINGERLINGS & FRY","OPERATIONS",5
2013,"US","OTHER CARP","FINGERLINGS & FRY","DOLLARS",49000
2013,"US","OTHER CARP","FINGERLINGS & FRY","HEAD",21500
2013,"US","OTHER CARP","FOODSIZE","OPERATIONS",20
2013,"US","OTHER CARP","FOODSIZE","DOLLARS",1870014
2013,"US","OTHER CARP","FOODSIZE","HEAD",523986
2013,"US","OTHER CARP","FOODSIZE","LB",735028
2013,"US","OTHER CARP","FOODSIZE","LB_PER_HEAD",1.4
2013,"US","OTHER CARP","STOCKERS","OPERATIONS",1
2013,"US","OTHER CARP","STOCKERS","DOLLARS",NA
2013,"US","OTHER CARP","STOCKERS","HEAD",NA
2013,"US","OTHER CARP","STOCKERS","LB",NA
2013,"US","OTHER CARP","STOCKERS","LB_PER_HEAD",NA
2013,"US","GRASS CARP","ALL PRODUCTS","OPERATIONS",61
2013,"US","GRASS CARP","ALL PRODUCTS","DOLLARS",5107306
2013,"US","GRASS CARP","FINGERLINGS & FRY","OPERATIONS",10
2013,"US","GRASS CARP","FINGERLINGS & FRY","DOLLARS",NA
2013,"US","GRASS CARP","FINGERLINGS & FRY","HEAD",446425
2013,"US","GRASS CARP","FOODSIZE","OPERATIONS",14
2013,"US","GRASS CARP","FOODSIZE","DOLLARS",NA
2013,"US","GRASS CARP","FOODSIZE","HEAD",99050
2013,"US","GRASS CARP","FOODSIZE","LB",281980
2013,"US","GRASS CARP","FOODSIZE","LB_PER_HEAD",2.8
2013,"US","GRASS CARP","STOCKERS","OPERATIONS",41
2013,"US","GRASS CARP","STOCKERS","DOLLARS",2979965
2013,"US","GRASS CARP","STOCKERS","HEAD",574036
2013,"US","GRASS CARP","STOCKERS","LB",345023
2013,"US","GRASS CARP","STOCKERS","LB_PER_HEAD",0.6
2013,"US","CATFISH","ALL PRODUCTS","OPERATIONS",695
2013,"US","CATFISH","ALL PRODUCTS","DOLLARS",375864519
2013,"US","CATFISH","BROODSTOCK","OPERATIONS",19
2013,"US","CATFISH","BROODSTOCK","DOLLARS",245340
2013,"US","CATFISH","BROODSTOCK","HEAD",41292
2013,"US","CATFISH","BROODSTOCK","LB",227276
2013,"US","CATFISH","BROODSTOCK","LB_PER_HEAD",5.5
2013,"US","CATFISH","FINGERLINGS & FRY","OPERATIONS",117
2013,"US","CATFISH","FINGERLINGS & FRY","DOLLARS",11161497
2013,"US","CATFISH","FINGERLINGS & FRY","HEAD",172876187
2013,"US","CATFISH","FOODSIZE","OPERATIONS",605
2013,"US","CATFISH","FOODSIZE","DOLLARS",354337020
2013,"US","CATFISH","FOODSIZE","HEAD",211355778
2013,"US","CATFISH","FOODSIZE","LB",358379683
2013,"US","CATFISH","FOODSIZE","LB_PER_HEAD",1.7
2013,"US","CATFISH","STOCKERS","OPERATIONS",67
2013,"US","CATFISH","STOCKERS","DOLLARS",10120662
2013,"US","CATFISH","STOCKERS","HEAD",73996680
2013,"US","CATFISH","STOCKERS","LB",9418359
2013,"US","CATFISH","STOCKERS","LB_PER_HEAD",0.1
2013,"US","RED DRUM","ALL PRODUCTS","OPERATIONS",7
2013,"US","RED DRUM","ALL PRODUCTS","DOLLARS",10160689
2013,"US","RED DRUM","FINGERLINGS & FRY","OPERATIONS",2
2013,"US","RED DRUM","FINGERLINGS & FRY","DOLLARS",NA
2013,"US","RED DRUM","FINGERLINGS & FRY","HEAD",NA
2013,"US","RED DRUM","FOODSIZE","OPERATIONS",7
2013,"US","RED DRUM","FOODSIZE","DOLLARS",NA
2013,"US","RED DRUM","FOODSIZE","HEAD",1109790
2013,"US","RED DRUM","FOODSIZE","LB",3311930
2013,"US","RED DRUM","FOODSIZE","LB_PER_HEAD",3
2013,"US","FLOUNDER","ALL PRODUCTS","OPERATIONS",3
2013,"US","FLOUNDER","ALL PRODUCTS","DOLLARS",NA
2013,"US","FLOUNDER","FOODSIZE","OPERATIONS",3
2013,"US","FLOUNDER","FOODSIZE","DOLLARS",NA
2013,"US","FLOUNDER","FOODSIZE","HEAD",NA
2013,"US","FLOUNDER","FOODSIZE","LB",NA
2013,"US","FLOUNDER","FOODSIZE","LB_PER_HEAD",NA
2013,"US","OTHER SPECIES","ALL PRODUCTS","OPERATIONS",24
2013,"US","OTHER SPECIES","ALL PRODUCTS","DOLLARS",15406531
2013,"US","OTHER SPECIES","EGGS","OPERATIONS",2
2013,"US","OTHER SPECIES","EGGS","DOLLARS",NA
2013,"US","OTHER SPECIES","EGGS","EGGS",NA
2013,"US","OTHER SPECIES","FINGERLINGS & FRY","OPERATIONS",5
2013,"US","OTHER SPECIES","FINGERLINGS & FRY","DOLLARS",NA
2013,"US","OTHER SPECIES","FINGERLINGS & FRY","HEAD",83202
2013,"US","OTHER SPECIES","FOODSIZE","OPERATIONS",16
2013,"US","OTHER SPECIES","FOODSIZE","DOLLARS",15322069
2013,"US","OTHER SPECIES","FOODSIZE","HEAD",1471560
2013,"US","OTHER SPECIES","FOODSIZE","LB",4649154
2013,"US","OTHER SPECIES","FOODSIZE","LB_PER_HEAD",3.2
2013,"US","OTHER SPECIES","STOCKERS","OPERATIONS",1
2013,"US","OTHER SPECIES","STOCKERS","DOLLARS",NA
2013,"US","OTHER SPECIES","STOCKERS","HEAD",NA
2013,"US","OTHER SPECIES","STOCKERS","LB",NA
2013,"US","OTHER SPECIES","STOCKERS","LB_PER_HEAD",NA
2013,"US","YELLOW PERCH","ALL PRODUCTS","OPERATIONS",64
2013,"US","YELLOW PERCH","ALL PRODUCTS","DOLLARS",1434130
2013,"US","YELLOW PERCH","EGGS","OPERATIONS",4
2013,"US","YELLOW PERCH","EGGS","DOLLARS",NA
2013,"US","YELLOW PERCH","EGGS","EGGS",NA
2013,"US","YELLOW PERCH","FINGERLINGS & FRY","OPERATIONS",20
2013,"US","YELLOW PERCH","FINGERLINGS & FRY","DOLLARS",NA
2013,"US","YELLOW PERCH","FINGERLINGS & FRY","HEAD",935125
2013,"US","YELLOW PERCH","FOODSIZE","OPERATIONS",12
2013,"US","YELLOW PERCH","FOODSIZE","DOLLARS",NA
2013,"US","YELLOW PERCH","FOODSIZE","HEAD",NA
2013,"US","YELLOW PERCH","FOODSIZE","LB",NA
2013,"US","YELLOW PERCH","FOODSIZE","LB_PER_HEAD",NA
2013,"US","YELLOW PERCH","STOCKERS","OPERATIONS",33
2013,"US","YELLOW PERCH","STOCKERS","DOLLARS",299737
2013,"US","YELLOW PERCH","STOCKERS","HEAD",300974
2013,"US","YELLOW PERCH","STOCKERS","LB",82538
2013,"US","YELLOW PERCH","STOCKERS","LB_PER_HEAD",0.3
2013,"US","ATLANTIC SALMON","ALL PRODUCTS","OPERATIONS",7
2013,"US","ATLANTIC SALMON","ALL PRODUCTS","DOLLARS",NA
2013,"US","ATLANTIC SALMON","BROODSTOCK","OPERATIONS",1
2013,"US","ATLANTIC SALMON","BROODSTOCK","DOLLARS",NA
2013,"US","ATLANTIC SALMON","BROODSTOCK","HEAD",NA
2013,"US","ATLANTIC SALMON","BROODSTOCK","LB",NA
2013,"US","ATLANTIC SALMON","BROODSTOCK","LB_PER_HEAD",NA
2013,"US","ATLANTIC SALMON","EGGS","OPERATIONS",3
2013,"US","ATLANTIC SALMON","EGGS","DOLLARS",NA
2013,"US","ATLANTIC SALMON","EGGS","EGGS",NA
2013,"US","ATLANTIC SALMON","FINGERLINGS & FRY","OPERATIONS",1
2013,"US","ATLANTIC SALMON","FINGERLINGS & FRY","DOLLARS",NA
2013,"US","ATLANTIC SALMON","FINGERLINGS & FRY","HEAD",NA
2013,"US","ATLANTIC SALMON","FOODSIZE","OPERATIONS",4
2013,"US","ATLANTIC SALMON","FOODSIZE","DOLLARS",NA
2013,"US","ATLANTIC SALMON","FOODSIZE","HEAD",NA
2013,"US","ATLANTIC SALMON","FOODSIZE","LB",NA
2013,"US","ATLANTIC SALMON","FOODSIZE","LB_PER_HEAD",NA
2013,"US","ATLANTIC SALMON","STOCKERS","OPERATIONS",3
2013,"US","ATLANTIC SALMON","STOCKERS","DOLLARS",NA
2013,"US","ATLANTIC SALMON","STOCKERS","HEAD",NA
2013,"US","ATLANTIC SALMON","STOCKERS","LB",NA
2013,"US","ATLANTIC SALMON","STOCKERS","LB_PER_HEAD",NA
2013,"US","PACIFIC SALMON","ALL PRODUCTS","OPERATIONS",3
2013,"US","PACIFIC SALMON","ALL PRODUCTS","DOLLARS",NA
2013,"US","PACIFIC SALMON","EGGS","OPERATIONS",1
2013,"US","PACIFIC SALMON","EGGS","DOLLARS",NA
2013,"US","PACIFIC SALMON","EGGS","EGGS",NA
2013,"US","PACIFIC SALMON","FOODSIZE","OPERATIONS",2
2013,"US","PACIFIC SALMON","FOODSIZE","DOLLARS",NA
2013,"US","PACIFIC SALMON","FOODSIZE","HEAD",NA
2013,"US","PACIFIC SALMON","FOODSIZE","LB",NA
2013,"US","PACIFIC SALMON","FOODSIZE","LB_PER_HEAD",NA
2013,"US","PACIFIC SALMON","STOCKERS","OPERATIONS",1
2013,"US","PACIFIC SALMON","STOCKERS","DOLLARS",NA
2013,"US","PACIFIC SALMON","STOCKERS","HEAD",NA
2013,"US","PACIFIC SALMON","STOCKERS","LB",NA
2013,"US","PACIFIC SALMON","STOCKERS","LB_PER_HEAD",NA
2013,"US","STURGEON","ALL PRODUCTS","OPERATIONS",22
2013,"US","STURGEON","ALL PRODUCTS","DOLLARS",NA
2013,"US","STURGEON","BROODSTOCK","OPERATIONS",2
2013,"US","STURGEON","BROODSTOCK","DOLLARS",NA
2013,"US","STURGEON","BROODSTOCK","HEAD",NA
2013,"US","STURGEON","BROODSTOCK","LB",NA
2013,"US","STURGEON","BROODSTOCK","LB_PER_HEAD",NA
2013,"US","STURGEON","FOODSIZE","OPERATIONS",20
2013,"US","STURGEON","FOODSIZE","DOLLARS",NA
2013,"US","STURGEON","FOODSIZE","HEAD",330459
2013,"US","STURGEON","FOODSIZE","LB",2088029
2013,"US","STURGEON","FOODSIZE","LB_PER_HEAD",6.3
2013,"US","TILAPIA","ALL PRODUCTS","OPERATIONS",181
2013,"US","TILAPIA","ALL PRODUCTS","DOLLARS",42526703
2013,"US","TILAPIA","BROODSTOCK","OPERATIONS",4
2013,"US","TILAPIA","BROODSTOCK","DOLLARS",60600
2013,"US","TILAPIA","BROODSTOCK","HEAD",33850
2013,"US","TILAPIA","BROODSTOCK","LB",17330
2013,"US","TILAPIA","BROODSTOCK","LB_PER_HEAD",0.5
2013,"US","TILAPIA","FINGERLINGS & FRY","OPERATIONS",33
2013,"US","TILAPIA","FINGERLINGS & FRY","DOLLARS",2212780
2013,"US","TILAPIA","FINGERLINGS & FRY","HEAD",19966591
2013,"US","TILAPIA","FOODSIZE","OPERATIONS",139
2013,"US","TILAPIA","FOODSIZE","DOLLARS",40048938
2013,"US","TILAPIA","FOODSIZE","HEAD",12464313
2013,"US","TILAPIA","FOODSIZE","LB",18428121
2013,"US","TILAPIA","FOODSIZE","LB_PER_HEAD",1.5
2013,"US","TILAPIA","STOCKERS","OPERATIONS",18
2013,"US","TILAPIA","STOCKERS","DOLLARS",204385
2013,"US","TILAPIA","STOCKERS","HEAD",499210
2013,"US","TILAPIA","STOCKERS","LB",106995
2013,"US","TILAPIA","STOCKERS","LB_PER_HEAD",0.2
2013,"US","TROUT","ALL PRODUCTS","OPERATIONS",359
2013,"US","TROUT","ALL PRODUCTS","DOLLARS",110203079
2013,"US","TROUT","BROODSTOCK","OPERATIONS",14
2013,"US","TROUT","BROODSTOCK","DOLLARS",180820
2013,"US","TROUT","BROODSTOCK","HEAD",21657
2013,"US","TROUT","BROODSTOCK","LB",58842
2013,"US","TROUT","BROODSTOCK","LB_PER_HEAD",2.7
2013,"US","TROUT","EGGS","OPERATIONS",24
2013,"US","TROUT","EGGS","DOLLARS",8713921
2013,"US","TROUT","EGGS","EGGS",449365538
2013,"US","TROUT","FINGERLINGS & FRY","OPERATIONS",91
2013,"US","TROUT","FINGERLINGS & FRY","DOLLARS",1119752
2013,"US","TROUT","FINGERLINGS & FRY","HEAD",6681401
2013,"US","TROUT","FOODSIZE","OPERATIONS",313
2013,"US","TROUT","FOODSIZE","DOLLARS",93910514
2013,"US","TROUT","FOODSIZE","HEAD",41753420
2013,"US","TROUT","FOODSIZE","LB",57510920
2013,"US","TROUT","FOODSIZE","LB_PER_HEAD",1.4
2013,"US","TROUT","STOCKERS","OPERATIONS",183
2013,"US","TROUT","STOCKERS","DOLLARS",6278072
2013,"US","TROUT","STOCKERS","HEAD",4184931
2013,"US","TROUT","STOCKERS","LB",1575883
2013,"US","TROUT","STOCKERS","LB_PER_HEAD",0.4
2013,"ALABAMA","FOOD FISH","ALL PRODUCTS","OPERATIONS",147
2013,"ALABAMA","FOOD FISH","ALL PRODUCTS","DOLLARS",109169288
2013,"ALABAMA","HYBRID STRIPED BASS","ALL PRODUCTS","OPERATIONS",2
2013,"ALABAMA","HYBRID STRIPED BASS","ALL PRODUCTS","DOLLARS",NA
2013,"ALABAMA","CARP","ALL PRODUCTS","OPERATIONS",1
2013,"ALABAMA","CARP","ALL PRODUCTS","DOLLARS",NA
2013,"ALABAMA","OTHER CARP","ALL PRODUCTS","OPERATIONS",1
