"Year","State","Commodity","Species","Product_Type","Unit","Value","Region","NAs","nonNAs","Gapfill","GF_Method","State_Avg","Region_Avg","Unit_Avg"
2013,"SOUTH CAROLINA","MOLLUSKS","MOLLUSKS","NONE","DOLLARS",2007910,"South",0,5,0,NA,1204746,9212638.43478261,18181058.0900696
2013,"SOUTH CAROLINA","MOLLUSKS","CLAMS","NONE","OPERATIONS",8,"South",0,5,0,NA,7.4,26.25,23.5779816513761
2013,"SOUTH CAROLINA","MOLLUSKS","CLAMS","NONE","DOLLARS",1822930,"South",0,5,0,NA,1204746,9212638.43478261,18181058.0900696
2013,"SOUTH CAROLINA","MOLLUSKS","HARD CLAMS","NONE","OPERATIONS",8,"South",0,5,0,NA,7.4,26.25,23.5779816513761
2013,"SOUTH CAROLINA","MOLLUSKS","HARD CLAMS","NONE","DOLLARS",1822930,"South",0,5,0,NA,1204746,9212638.43478261,18181058.0900696
2013,"SOUTH CAROLINA","MOLLUSKS","OYSTERS","NONE","OPERATIONS",6,"South",0,5,0,NA,7.4,26.25,23.5779816513761
2013,"SOUTH CAROLINA","MOLLUSKS","OYSTERS","NONE","DOLLARS",184980,"South",0,5,0,NA,1204746,9212638.43478261,18181058.0900696
2013,"SOUTH CAROLINA","MOLLUSKS","EASTERN OYSTERS","NONE","OPERATIONS",6,"South",0,5,0,NA,7.4,26.25,23.5779816513761
2013,"SOUTH CAROLINA","MOLLUSKS","EASTERN OYSTERS","NONE","DOLLARS",184980,"South",0,5,0,NA,1204746,9212638.43478261,18181058.0900696
2013,"VIRGINIA","MOLLUSKS","MOLLUSKS","NONE","OPERATIONS",80,"South",0,5,0,NA,53.2,26.25,23.5779816513761
2013,"VIRGINIA","MOLLUSKS","MOLLUSKS","NONE","DOLLARS",41522197,"South",0,5,0,NA,24913318.2,9212638.43478261,18181058.0900696
2013,"VIRGINIA","MOLLUSKS","CLAMS","NONE","OPERATIONS",33,"South",0,5,0,NA,53.2,26.25,23.5779816513761
2013,"VIRGINIA","MOLLUSKS","CLAMS","NONE","DOLLARS",20758844,"South",0,5,0,NA,24913318.2,9212638.43478261,18181058.0900696
2013,"VIRGINIA","MOLLUSKS","HARD CLAMS","NONE","OPERATIONS",33,"South",0,5,0,NA,53.2,26.25,23.5779816513761
2013,"VIRGINIA","MOLLUSKS","HARD CLAMS","NONE","DOLLARS",20758844,"South",0,5,0,NA,24913318.2,9212638.43478261,18181058.0900696
2013,"VIRGINIA","MOLLUSKS","OYSTERS","NONE","OPERATIONS",60,"South",0,5,0,NA,53.2,26.25,23.5779816513761
2013,"VIRGINIA","MOLLUSKS","OYSTERS","NONE","DOLLARS",20763353,"South",0,5,0,NA,24913318.2,9212638.43478261,18181058.0900696
2013,"VIRGINIA","MOLLUSKS","EASTERN OYSTERS","NONE","OPERATIONS",60,"South",0,5,0,NA,53.2,26.25,23.5779816513761
2013,"VIRGINIA","MOLLUSKS","EASTERN OYSTERS","NONE","DOLLARS",20763353,"South",0,5,0,NA,24913318.2,9212638.43478261,18181058.0900696
2013,"WASHINGTON","MOLLUSKS","MOLLUSKS","NONE","OPERATIONS",125,"West",0,12,0,NA,42.6666666666667,20.5833333333333,23.5779816513761
2013,"WASHINGTON","MOLLUSKS","MOLLUSKS","NONE","DOLLARS",149319676,"West",5,7,0,NA,52285706.8571429,35603494.4887218,18181058.0900696
2013,"WASHINGTON","MOLLUSKS","CLAMS","NONE","OPERATIONS",82,"West",0,12,0,NA,42.6666666666667,20.5833333333333,23.5779816513761
2013,"WASHINGTON","MOLLUSKS","CLAMS","NONE","DOLLARS",55212388,"West",5,7,0,NA,52285706.8571429,35603494.4887218,18181058.0900696
2013,"WASHINGTON","MOLLUSKS","NONE","NONE","OPERATIONS",3,"West",0,12,0,NA,42.6666666666667,20.5833333333333,23.5779816513761
2013,"WASHINGTON","MOLLUSKS","NONE","NONE","DOLLARS",52285706.8571429,"West",5,7,1,"State Average",52285706.8571429,35603494.4887218,18181058.0900696
2013,"WASHINGTON","MOLLUSKS","GEODUCK CLAMS","NONE","OPERATIONS",19,"West",0,12,0,NA,42.6666666666667,20.5833333333333,23.5779816513761
2013,"WASHINGTON","MOLLUSKS","GEODUCK CLAMS","NONE","DOLLARS",52285706.8571429,"West",5,7,1,"State Average",52285706.8571429,35603494.4887218,18181058.0900696
2013,"WASHINGTON","MOLLUSKS","HARD CLAMS","NONE","OPERATIONS",4,"West",0,12,0,NA,42.6666666666667,20.5833333333333,23.5779816513761
2013,"WASHINGTON","MOLLUSKS","HARD CLAMS","NONE","DOLLARS",11430,"West",5,7,0,NA,52285706.8571429,35603494.4887218,18181058.0900696
2013,"WASHINGTON","MOLLUSKS","MANILA CLAMS","NONE","OPERATIONS",75,"West",0,12,0,NA,42.6666666666667,20.5833333333333,23.5779816513761
2013,"WASHINGTON","MOLLUSKS","MANILA CLAMS","NONE","DOLLARS",52285706.8571429,"West",5,7,1,"State Average",52285706.8571429,35603494.4887218,18181058.0900696
2013,"WASHINGTON","MOLLUSKS","MUSSELS","NONE","OPERATIONS",13,"West",0,12,0,NA,42.6666666666667,20.5833333333333,23.5779816513761
2013,"WASHINGTON","MOLLUSKS","MUSSELS","NONE","DOLLARS",9764242,"West",5,7,0,NA,52285706.8571429,35603494.4887218,18181058.0900696
2013,"WASHINGTON","MOLLUSKS","OTHER SPECIES","NONE","OPERATIONS",4,"West",0,12,0,NA,42.6666666666667,20.5833333333333,23.5779816513761
2013,"WASHINGTON","MOLLUSKS","OTHER SPECIES","NONE","DOLLARS",3228832,"West",5,7,0,NA,52285706.8571429,35603494.4887218,18181058.0900696
2013,"WASHINGTON","MOLLUSKS","OYSTERS","NONE","OPERATIONS",89,"West",0,12,0,NA,42.6666666666667,20.5833333333333,23.5779816513761
2013,"WASHINGTON","MOLLUSKS","OYSTERS","NONE","DOLLARS",81114214,"West",5,7,0,NA,52285706.8571429,35603494.4887218,18181058.0900696
2013,"WASHINGTON","MOLLUSKS","NONE","NONE","OPERATIONS",9,"West",0,12,0,NA,42.6666666666667,20.5833333333333,23.5779816513761
2013,"WASHINGTON","MOLLUSKS","NONE","NONE","DOLLARS",52285706.8571429,"West",5,7,1,"State Average",52285706.8571429,35603494.4887218,18181058.0900696
2013,"WASHINGTON","MOLLUSKS","EASTERN OYSTERS","NONE","OPERATIONS",1,"West",0,12,0,NA,42.6666666666667,20.5833333333333,23.5779816513761
2013,"WASHINGTON","MOLLUSKS","EASTERN OYSTERS","NONE","DOLLARS",52285706.8571429,"West",5,7,1,"State Average",52285706.8571429,35603494.4887218,18181058.0900696
2013,"WASHINGTON","MOLLUSKS","PACIFIC OYSTERS","NONE","OPERATIONS",88,"West",0,12,0,NA,42.6666666666667,20.5833333333333,23.5779816513761
2013,"WASHINGTON","MOLLUSKS","PACIFIC OYSTERS","NONE","DOLLARS",67349166,"West",5,7,0,NA,52285706.8571429,35603494.4887218,18181058.0900696
